question_id,video,title,link,total Accepted,total Submitted,difficulty,isPaid
979,False,DI String Match,https://leetcode.com/problems/di-string-match,80281,108884,1,False
978,False,Valid Mountain Array,https://leetcode.com/problems/valid-mountain-array,149110,451126,1,False
977,False,Distinct Subsequences II,https://leetcode.com/problems/distinct-subsequences-ii,13830,33329,3,False
976,False,Minimum Area Rectangle,https://leetcode.com/problems/minimum-area-rectangle,66871,128200,2,False
975,True,Range Sum of BST,https://leetcode.com/problems/range-sum-of-bst,357146,429333,1,False
974,False,Reorder Data in Log Files,https://leetcode.com/problems/reorder-data-in-log-files,201827,368663,1,False
973,False,Stamping The Sequence,https://leetcode.com/problems/stamping-the-sequence,21739,40690,3,False
972,False,Knight Dialer,https://leetcode.com/problems/knight-dialer,48160,103227,2,False
971,False,Shortest Bridge,https://leetcode.com/problems/shortest-bridge,47651,95605,2,False
969,False,Number of Recent Calls,https://leetcode.com/problems/number-of-recent-calls,99137,136892,1,False
968,False,Beautiful Array,https://leetcode.com/problems/beautiful-array,15701,25577,2,False
967,False,Minimum Falling Path Sum,https://leetcode.com/problems/minimum-falling-path-sum,70154,110134,2,False
966,False,Binary Subarrays With Sum,https://leetcode.com/problems/binary-subarrays-with-sum,30361,67766,2,False
965,False,Unique Email Addresses,https://leetcode.com/problems/unique-email-addresses,251371,373850,1,False
964,False,Minimize Malware Spread II,https://leetcode.com/problems/minimize-malware-spread-ii,12161,29279,3,False
963,False,Three Equal Parts,https://leetcode.com/problems/three-equal-parts,9137,26374,3,False
962,False,Flip String to Monotone Increasing,https://leetcode.com/problems/flip-string-to-monotone-increasing,26869,50304,2,False
961,False,Long Pressed Name,https://leetcode.com/problems/long-pressed-name,62982,167937,1,False
960,False,Minimize Malware Spread,https://leetcode.com/problems/minimize-malware-spread,29880,71259,3,False
959,False,3Sum With Multiplicity,https://leetcode.com/problems/3sum-with-multiplicity,39368,96164,2,False
958,False,Sort Array By Parity II,https://leetcode.com/problems/sort-array-by-parity-ii,123405,174572,1,False
957,False,Minimum Add to Make Parentheses Valid,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,97665,130366,2,False
956,False,Number of Music Playlists,https://leetcode.com/problems/number-of-music-playlists,14184,29542,3,False
955,False,Complete Binary Tree Inserter,https://leetcode.com/problems/complete-binary-tree-inserter,22735,38493,2,False
954,False,Maximum Sum Circular Subarray,https://leetcode.com/problems/maximum-sum-circular-subarray,69323,202128,2,False
953,False,Reverse Only Letters,https://leetcode.com/problems/reverse-only-letters,79703,134282,1,False
952,False,Word Subsets,https://leetcode.com/problems/word-subsets,42758,80960,2,False
951,False,Partition Array into Disjoint Intervals,https://leetcode.com/problems/partition-array-into-disjoint-intervals,25346,54715,2,False
950,False,X of a Kind in a Deck of Cards,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,63222,185744,1,False
949,False,Cat and Mouse,https://leetcode.com/problems/cat-and-mouse,11471,32939,3,False
948,,Sort an Array,https://leetcode.com/problems/sort-an-array,138399,214095,2,False
947,False,Online Election,https://leetcode.com/problems/online-election,30097,58526,2,False
946,False,Smallest Range II,https://leetcode.com/problems/smallest-range-ii,25259,80902,2,False
945,False,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders,46024,117083,2,False
944,False,Smallest Range I,https://leetcode.com/problems/smallest-range-i,48903,73688,1,False
943,False,Sum of Subarray Minimums,https://leetcode.com/problems/sum-of-subarray-minimums,38889,117422,2,False
942,False,Super Palindromes,https://leetcode.com/problems/super-palindromes,6456,19720,3,False
941,False,Sort Array By Parity,https://leetcode.com/problems/sort-array-by-parity,312622,416856,1,False
940,False,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets,128839,299392,2,False
939,False,Valid Permutations for DI Sequence,https://leetcode.com/problems/valid-permutations-for-di-sequence,8177,15084,3,False
938,False,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,20257,56120,3,False
937,False,Online Stock Span,https://leetcode.com/problems/online-stock-span,88119,143388,2,False
936,False,RLE Iterator,https://leetcode.com/problems/rle-iterator,30382,54681,2,False
935,False,Orderly Queue,https://leetcode.com/problems/orderly-queue,9441,17679,3,False
934,False,Bitwise ORs of Subarrays,https://leetcode.com/problems/bitwise-ors-of-subarrays,19141,55691,2,False
933,False,Increasing Order Search Tree,https://leetcode.com/problems/increasing-order-search-tree,119995,160852,1,False
932,False,Monotonic Array,https://leetcode.com/problems/monotonic-array,146815,253365,1,False
931,False,Maximum Frequency Stack,https://leetcode.com/problems/maximum-frequency-stack,66366,104964,3,False
930,False,All Possible Full Binary Trees,https://leetcode.com/problems/all-possible-full-binary-trees,50342,65180,2,False
929,False,Groups of Special-Equivalent Strings,https://leetcode.com/problems/groups-of-special-equivalent-strings,35143,50551,1,False
928,False,Surface Area of 3D Shapes,https://leetcode.com/problems/surface-area-of-3d-shapes,22549,37623,1,False
927,False,Sum of Subsequence Widths,https://leetcode.com/problems/sum-of-subsequence-widths,10467,31638,3,False
926,False,Find and Replace Pattern,https://leetcode.com/problems/find-and-replace-pattern,63027,84965,2,False
925,False,Construct Binary Tree from Preorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,49392,72826,2,False
924,False,Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap,60801,102841,1,False
923,False,Super Egg Drop,https://leetcode.com/problems/super-egg-drop,28674,106190,3,False
922,False,Possible Bipartition,https://leetcode.com/problems/possible-bipartition,73390,162082,2,False
921,False,Spiral Matrix III,https://leetcode.com/problems/spiral-matrix-iii,26278,36973,2,False
920,False,Uncommon Words from Two Sentences,https://leetcode.com/problems/uncommon-words-from-two-sentences,72540,112954,1,False
919,False,Projection Area of 3D Shapes,https://leetcode.com/problems/projection-area-of-3d-shapes,33482,48910,1,False
918,False,Reachable Nodes In Subdivided Graph,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph,7314,16962,3,False
917,False,Boats to Save People,https://leetcode.com/problems/boats-to-save-people,70014,142756,2,False
916,False,Decoded String at Index,https://leetcode.com/problems/decoded-string-at-index,28728,101920,2,False
915,False,Generate Random Point in a Circle,https://leetcode.com/problems/generate-random-point-in-a-circle,29232,74722,2,False
914,False,Random Point in Non-overlapping Rectangles,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles,30636,78336,2,False
913,False,Random Flip Matrix,https://leetcode.com/problems/random-flip-matrix,10275,27161,2,False
912,False,Random Pick with Weight,https://leetcode.com/problems/random-pick-with-weight,165566,370081,2,False
911,False,Profitable Schemes,https://leetcode.com/problems/profitable-schemes,11378,28487,3,False
910,False,Nth Magical Number,https://leetcode.com/problems/nth-magical-number,11636,40289,3,False
909,False,Stone Game,https://leetcode.com/problems/stone-game,84796,126378,2,False
908,False,Middle of the Linked List,https://leetcode.com/problems/middle-of-the-linked-list,313741,453442,1,False
907,False,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas,65918,123202,2,False
906,False,Walking Robot Simulation,https://leetcode.com/problems/walking-robot-simulation,24779,67478,1,False
905,False,Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,37612,78004,2,False
904,False,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees,121237,188023,1,False
903,False,Implement Rand10() Using Rand7(),https://leetcode.com/problems/implement-rand10-using-rand7,48523,105331,2,False
902,False,Minimum Number of Refueling Stops,https://leetcode.com/problems/minimum-number-of-refueling-stops,27897,86014,3,False
901,False,Advantage Shuffle,https://leetcode.com/problems/advantage-shuffle,44312,87343,2,False
900,False,Reordered Power of 2,https://leetcode.com/problems/reordered-power-of-2,35584,58105,2,False
899,False,Binary Gap,https://leetcode.com/problems/binary-gap,46180,75750,1,False
898,False,Transpose Matrix,https://leetcode.com/problems/transpose-matrix,96920,156378,1,False
897,False,Prime Palindrome,https://leetcode.com/problems/prime-palindrome,21293,85179,2,False
896,False,Smallest Subtree with all the Deepest Nodes,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,72390,111337,2,False
895,False,Shortest Path to Get All Keys,https://leetcode.com/problems/shortest-path-to-get-all-keys,15496,36547,3,False
894,False,Random Pick with Blacklist,https://leetcode.com/problems/random-pick-with-blacklist,17994,54414,3,False
893,False,All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,127835,219875,2,False
892,False,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,44911,177640,3,False
891,False,Score After Flipping Matrix,https://leetcode.com/problems/score-after-flipping-matrix,26378,35746,2,False
890,False,Lemonade Change,https://leetcode.com/problems/lemonade-change,70019,135017,1,False
889,False,Buddy Strings,https://leetcode.com/problems/buddy-strings,87762,301071,1,False
888,False,Mirror Reflection,https://leetcode.com/problems/mirror-reflection,24099,40393,2,False
887,False,Minimum Cost to Hire K Workers,https://leetcode.com/problems/minimum-cost-to-hire-k-workers,37666,74603,3,False
886,False,Score of Parentheses,https://leetcode.com/problems/score-of-parentheses,72587,111916,2,False
885,False,Exam Room,https://leetcode.com/problems/exam-room,37490,86235,2,False
884,False,K-Similar Strings,https://leetcode.com/problems/k-similar-strings,23343,60279,3,False
883,False,Car Fleet,https://leetcode.com/problems/car-fleet,38165,86164,2,False
882,False,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array,218318,304369,1,False
881,False,Loud and Rich,https://leetcode.com/problems/loud-and-rich,15026,28442,2,False
880,False,Rectangle Area II,https://leetcode.com/problems/rectangle-area-ii,15245,31502,3,False
879,False,Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person,103242,231853,2,False
878,False,Shifting Letters,https://leetcode.com/problems/shifting-letters,29258,64690,2,False
877,False,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,21522,39845,3,False
876,False,Hand of Straights,https://leetcode.com/problems/hand-of-straights,68277,123010,2,False
875,False,Longest Mountain in Array,https://leetcode.com/problems/longest-mountain-in-array,65207,168645,2,False
874,False,Backspace String Compare,https://leetcode.com/problems/backspace-string-compare,284187,602711,1,False
873,False,Guess the Word,https://leetcode.com/problems/guess-the-word,71210,153471,3,False
872,False,Split Array into Fibonacci Sequence,https://leetcode.com/problems/split-array-into-fibonacci-sequence,24988,67559,2,False
871,False,Keys and Rooms,https://leetcode.com/problems/keys-and-rooms,124694,187717,2,False
870,False,Magic Squares In Grid,https://leetcode.com/problems/magic-squares-in-grid,28116,74261,2,False
869,False,Similar String Groups,https://leetcode.com/problems/similar-string-groups,35051,84412,3,False
868,False,Push Dominoes,https://leetcode.com/problems/push-dominoes,27457,54927,2,False
867,False,New 21 Game,https://leetcode.com/problems/new-21-game,21555,60849,2,False
866,False,Rectangle Overlap,https://leetcode.com/problems/rectangle-overlap,72788,166256,1,False
865,False,Robot Room Cleaner,https://leetcode.com/problems/robot-room-cleaner,76234,104638,3,True
864,False,Image Overlap,https://leetcode.com/problems/image-overlap,43485,70520,2,False
863,False,Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree,19791,42529,3,False
862,False,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string,59222,114995,2,False
861,False,Flipping an Image,https://leetcode.com/problems/flipping-an-image,232943,297536,1,False
860,False,Design Circular Queue,https://leetcode.com/problems/design-circular-queue,108467,229612,2,False
859,,Design Circular Deque,https://leetcode.com/problems/design-circular-deque,27183,48188,2,False
858,False,Masking Personal Information,https://leetcode.com/problems/masking-personal-information,12075,26952,2,False
857,False,Positions of Large Groups,https://leetcode.com/problems/positions-of-large-groups,55757,110453,1,False
856,False,Consecutive Numbers Sum,https://leetcode.com/problems/consecutive-numbers-sum,44745,113971,3,False
855,False,Count Unique Characters of All Substrings of a Given String,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string,15123,32286,3,False
854,False,Making A Large Island,https://leetcode.com/problems/making-a-large-island,30863,65272,3,False
853,False,Most Profit Assigning Work,https://leetcode.com/problems/most-profit-assigning-work,25557,65062,2,False
852,False,Friends Of Appropriate Ages,https://leetcode.com/problems/friends-of-appropriate-ages,47514,107352,2,False
851,False,Goat Latin,https://leetcode.com/problems/goat-latin,115746,173130,1,False
850,False,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,60725,185944,2,True
843,False,Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors,31866,72843,2,False
842,False,Card Flipping Game,https://leetcode.com/problems/card-flipping-game,10686,24429,2,False
841,False,Shortest Distance to a Character,https://leetcode.com/problems/shortest-distance-to-a-character,104946,149831,1,False
839,False,Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words,40446,73535,2,False
838,False,Design Linked List,https://leetcode.com/problems/design-linked-list,106104,407838,2,False
837,False,Most Common Word,https://leetcode.com/problems/most-common-word,225236,495164,1,False
836,False,Race Car,https://leetcode.com/problems/race-car,24317,60323,3,False
835,False,Linked List Components,https://leetcode.com/problems/linked-list-components,54595,94482,2,False
834,False,Ambiguous Coordinates,https://leetcode.com/problems/ambiguous-coordinates,11270,23391,2,False
833,False,Bus Routes,https://leetcode.com/problems/bus-routes,47901,110010,3,False
832,False,Binary Tree Pruning,https://leetcode.com/problems/binary-tree-pruning,84624,117354,2,False
831,False,Largest Sum of Averages,https://leetcode.com/problems/largest-sum-of-averages,31058,60647,2,False
830,False,Largest Triangle Area,https://leetcode.com/problems/largest-triangle-area,25688,43507,1,False
829,False,Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count,118067,164702,1,False
828,False,Chalkboard XOR Game,https://leetcode.com/problems/chalkboard-xor-game,4988,9929,3,False
827,False,Expressive Words,https://leetcode.com/problems/expressive-words,65302,140670,2,False
826,False,Soup Servings,https://leetcode.com/problems/soup-servings,11809,28721,2,False
825,False,Max Increase to Keep City Skyline,https://leetcode.com/problems/max-increase-to-keep-city-skyline,99480,117848,2,False
824,False,Number of Lines To Write String,https://leetcode.com/problems/number-of-lines-to-write-string,42870,65435,1,False
823,False,Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average,19252,71537,3,False
822,False,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words,181798,230037,1,False
821,False,Bricks Falling When Hit,https://leetcode.com/problems/bricks-falling-when-hit,17710,55795,3,False
820,False,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states,50877,101699,2,False
819,False,Minimum Swaps To Make Sequences Increasing,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,41516,106491,2,False
818,False,Similar RGB Color,https://leetcode.com/problems/similar-rgb-color,11240,17997,1,True
817,False,Design HashMap,https://leetcode.com/problems/design-hashmap,174869,272659,1,False
816,False,Design HashSet,https://leetcode.com/problems/design-hashset,119228,184746,1,False
815,False,Champagne Tower,https://leetcode.com/problems/champagne-tower,33336,75659,2,False
814,False,Smallest Rotation with Highest Score,https://leetcode.com/problems/smallest-rotation-with-highest-score,6905,15336,3,False
813,False,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target,129004,164194,2,False
812,False,Rotate String,https://leetcode.com/problems/rotate-string,95536,194595,1,False
811,False,Number of Subarrays with Bounded Maximum,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum,23906,49938,2,False
810,False,Valid Tic-Tac-Toe State,https://leetcode.com/problems/valid-tic-tac-toe-state,32521,96204,2,False
809,False,Preimage Size of Factorial Zeroes Function,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function,9486,23363,3,False
808,False,Number of Matching Subsequences,https://leetcode.com/problems/number-of-matching-subsequences,56233,116535,2,False
807,False,Custom Sort String,https://leetcode.com/problems/custom-sort-string,87578,132977,2,False
806,False,Domino and Tromino Tiling,https://leetcode.com/problems/domino-and-tromino-tiling,18740,46559,2,False
805,False,Escape The Ghosts,https://leetcode.com/problems/escape-the-ghosts,17168,29331,2,False
804,False,Rotated Digits,https://leetcode.com/problems/rotated-digits,64604,112416,1,False
803,False,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops,147304,371774,2,False
802,False,K-th Smallest Prime Fraction,https://leetcode.com/problems/k-th-smallest-prime-fraction,18152,41963,3,False
801,False,Is Graph Bipartite?,https://leetcode.com/problems/is-graph-bipartite,189348,388595,2,False
800,False,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation,137867,200614,2,False
799,False,Minimum Distance Between BST Nodes,https://leetcode.com/problems/minimum-distance-between-bst-nodes,85426,157831,1,False
798,False,Transform to Chessboard,https://leetcode.com/problems/transform-to-chessboard,6594,14026,3,False
797,False,Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest,25812,46310,2,False
796,False,Reaching Points,https://leetcode.com/problems/reaching-points,30878,101483,3,False
795,False,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar,50919,131773,2,False
794,False,Swim in Rising Water,https://leetcode.com/problems/swim-in-rising-water,33537,61155,3,False
793,False,Swap Adjacent in LR String,https://leetcode.com/problems/swap-adjacent-in-lr-string,37553,105086,2,False
792,False,Binary Search,https://leetcode.com/problems/binary-search,249373,459407,1,False
791,False,Split BST,https://leetcode.com/problems/split-bst,21303,37602,2,True
790,False,Global and Local Inversions,https://leetcode.com/problems/global-and-local-inversions,27132,63574,2,False
789,,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream,127331,250237,1,False
788,False,Minimize Max Distance to Gas Station,https://leetcode.com/problems/minimize-max-distance-to-gas-station,18876,38937,3,True
787,False,Sliding Puzzle,https://leetcode.com/problems/sliding-puzzle,51868,84832,3,False
786,False,Search in a Sorted Array of Unknown Size,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,44848,65010,2,True
785,,Basic Calculator III,https://leetcode.com/problems/basic-calculator-iii,54817,124651,3,True
784,False,Insert into a Binary Search Tree,https://leetcode.com/problems/insert-into-a-binary-search-tree,174647,231727,2,False
783,False,Search in a Binary Search Tree,https://leetcode.com/problems/search-in-a-binary-search-tree,266524,362911,1,False
782,False,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones,611086,702546,1,False
781,False,Basic Calculator IV,https://leetcode.com/problems/basic-calculator-iv,6181,11371,3,False
780,False,Max Chunks To Make Sorted,https://leetcode.com/problems/max-chunks-to-make-sorted,47658,85313,2,False
779,False,Max Chunks To Make Sorted II,https://leetcode.com/problems/max-chunks-to-make-sorted-ii,25973,52114,3,False
778,False,Reorganize String,https://leetcode.com/problems/reorganize-string,134659,267807,2,False
777,False,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix,123528,187347,1,False
776,False,N-ary Tree Postorder Traversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal,126935,172531,1,False
775,False,N-ary Tree Preorder Traversal,https://leetcode.com/problems/n-ary-tree-preorder-traversal,142260,193472,1,False
774,False,Maximum Depth of N-ary Tree,https://leetcode.com/problems/maximum-depth-of-n-ary-tree,154762,222370,1,False
773,,Logical OR of Two Binary Grids Represented as Quad-Trees,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,9625,21063,2,False
772,,Construct Quad Tree,https://leetcode.com/problems/construct-quad-tree,27577,43974,2,False
771,False,Encode N-ary Tree to Binary Tree,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree,11454,15297,3,True
770,False,Couples Holding Hands,https://leetcode.com/problems/couples-holding-hands,32962,59300,3,False
769,False,Largest Plus Sign,https://leetcode.com/problems/largest-plus-sign,25107,53829,2,False
768,False,Partition Labels,https://leetcode.com/problems/partition-labels,246871,316095,2,False
767,False,Prime Number of Set Bits in Binary Representation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,53987,83650,1,False
766,False,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,154551,271342,2,False
765,False,Serialize and Deserialize N-ary Tree,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree,45895,74292,3,True
764,False,N-ary Tree Level Order Traversal,https://leetcode.com/problems/n-ary-tree-level-order-traversal,100825,150779,2,False
763,False,Special Binary String,https://leetcode.com/problems/special-binary-string,11032,18785,3,False
762,False,Find Anagram Mappings,https://leetcode.com/problems/find-anagram-mappings,68469,83601,1,True
761,False,Employee Free Time,https://leetcode.com/problems/employee-free-time,61166,89408,3,True
760,False,Bold Words in String,https://leetcode.com/problems/bold-words-in-string,12736,26814,1,True
759,False,Set Intersection Size At Least Two,https://leetcode.com/problems/set-intersection-size-at-least-two,12357,29064,3,False
758,False,Convert Binary Search Tree to Sorted Doubly Linked List,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,114256,185657,2,True
757,False,Pyramid Transition Matrix,https://leetcode.com/problems/pyramid-transition-matrix,23745,42657,2,False
756,False,Pour Water,https://leetcode.com/problems/pour-water,24139,54559,2,True
755,False,Reach a Number,https://leetcode.com/problems/reach-a-number,30781,75920,2,False
754,False,Cracking the Safe,https://leetcode.com/problems/cracking-the-safe,35556,67721,3,False
753,False,Open the Lock,https://leetcode.com/problems/open-the-lock,92466,174640,2,False
752,False,IP to CIDR,https://leetcode.com/problems/ip-to-cidr,11519,19420,2,True
751,False,Number Of Corner Rectangles,https://leetcode.com/problems/number-of-corner-rectangles,32534,48425,2,True
750,False,Contain Virus,https://leetcode.com/problems/contain-virus,6421,13298,3,False
749,False,Shortest Completing Word,https://leetcode.com/problems/shortest-completing-word,39277,68160,1,False
748,False,Largest Number At Least Twice of Others,https://leetcode.com/problems/largest-number-at-least-twice-of-others,112703,261029,1,False
747,False,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs,224440,440370,1,False
746,False,Prefix and Suffix Search,https://leetcode.com/problems/prefix-and-suffix-search,22227,62636,3,False
745,False,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target,100468,220619,1,False
744,False,Network Delay Time,https://leetcode.com/problems/network-delay-time,142397,311395,2,False
743,False,Closest Leaf in a Binary Tree,https://leetcode.com/problems/closest-leaf-in-a-binary-tree,28330,63574,2,True
742,False,To Lower Case,https://leetcode.com/problems/to-lower-case,260413,324565,1,False
741,False,Cherry Pickup,https://leetcode.com/problems/cherry-pickup,37025,105230,3,False
740,False,Delete and Earn,https://leetcode.com/problems/delete-and-earn,49689,99704,2,False
739,False,Daily Temperatures,https://leetcode.com/problems/daily-temperatures,230992,356485,2,False
738,False,Monotone Increasing Digits,https://leetcode.com/problems/monotone-increasing-digits,28616,62608,2,False
737,False,Sentence Similarity II,https://leetcode.com/problems/sentence-similarity-ii,48714,104433,2,True
736,False,Parse Lisp Expression,https://leetcode.com/problems/parse-lisp-expression,14844,29873,3,False
735,False,Asteroid Collision,https://leetcode.com/problems/asteroid-collision,111379,257288,2,False
734,False,Sentence Similarity,https://leetcode.com/problems/sentence-similarity,40552,95591,1,True
733,False,Flood Fill,https://leetcode.com/problems/flood-fill,223725,399753,1,False
732,False,My Calendar III,https://leetcode.com/problems/my-calendar-iii,26488,42601,3,False
731,False,My Calendar II,https://leetcode.com/problems/my-calendar-ii,53280,104673,2,False
730,False,Count Different Palindromic Subsequences,https://leetcode.com/problems/count-different-palindromic-subsequences,19329,44526,3,False
729,False,My Calendar I,https://leetcode.com/problems/my-calendar-i,85490,159690,2,False
728,False,Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers,149719,198008,1,False
727,False,Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence,56521,133365,3,True
726,False,Number of Atoms,https://leetcode.com/problems/number-of-atoms,32050,62886,3,False
725,False,Split Linked List in Parts,https://leetcode.com/problems/split-linked-list-in-parts,59219,111435,2,False
724,False,Find Pivot Index,https://leetcode.com/problems/find-pivot-index,189740,412552,1,False
723,False,Candy Crush,https://leetcode.com/problems/candy-crush,34912,47776,2,True
722,False,Remove Comments,https://leetcode.com/problems/remove-comments,41874,115002,2,False
721,False,Accounts Merge,https://leetcode.com/problems/accounts-merge,134718,258059,2,False
720,False,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,81593,165167,1,False
719,False,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance,42407,129939,3,False
718,False,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray,88716,175824,2,False
717,False,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters,84970,181041,1,False
716,False,Max Stack,https://leetcode.com/problems/max-stack,72530,168168,1,True
715,False,Range Module,https://leetcode.com/problems/range-module,27043,66652,3,False
714,False,Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,106544,183596,2,False
713,False,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,99899,246308,2,False
712,False,Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings,45073,75649,2,False
711,False,Number of Distinct Islands II,https://leetcode.com/problems/number-of-distinct-islands-ii,6933,13992,3,True
699,False,Falling Squares,https://leetcode.com/problems/falling-squares,15766,36675,3,False
698,False,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,121678,265798,2,False
697,False,Degree of an Array,https://leetcode.com/problems/degree-of-an-array,106102,194725,1,False
696,False,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings,59121,101443,1,False
695,False,Max Area of Island,https://leetcode.com/problems/max-area-of-island,227022,348707,2,False
694,True,Number of Distinct Islands,https://leetcode.com/problems/number-of-distinct-islands,89097,153488,2,True
693,False,Binary Number with Alternating Bits,https://leetcode.com/problems/binary-number-with-alternating-bits,73533,122586,1,False
692,False,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words,268339,503984,2,False
691,False,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word,19887,44194,3,False
690,False,Employee Importance,https://leetcode.com/problems/employee-importance,109824,186226,1,False
689,False,Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays,53050,112173,3,False
688,False,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,58348,116102,2,False
687,False,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path,112166,299285,2,False
686,False,Repeated String Match,https://leetcode.com/problems/repeated-string-match,105197,320067,2,False
685,False,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii,41934,126494,3,False
684,False,Redundant Connection,https://leetcode.com/problems/redundant-connection,125289,211869,2,False
683,False,K Empty Slots,https://leetcode.com/problems/k-empty-slots,50528,139922,3,True
682,False,Baseball Game,https://leetcode.com/problems/baseball-game,112360,166896,1,False
681,False,Next Closest Time,https://leetcode.com/problems/next-closest-time,77170,167762,2,True
680,False,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii,252555,680562,1,False
679,False,24 Game,https://leetcode.com/problems/24-game,49031,103681,3,False
678,False,Valid Parenthesis String,https://leetcode.com/problems/valid-parenthesis-string,131293,413629,2,False
677,False,Map Sum Pairs,https://leetcode.com/problems/map-sum-pairs,50360,93075,2,False
676,False,Implement Magic Dictionary,https://leetcode.com/problems/implement-magic-dictionary,48936,88365,2,False
675,False,Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event,42219,119175,3,False
674,False,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence,143071,310994,1,False
673,False,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence,76901,199044,2,False
672,False,Bulb Switcher II,https://leetcode.com/problems/bulb-switcher-ii,14317,27979,2,False
