question_id,video,title,link,total Accepted,total Submitted,difficulty,isPaid
1652,,Bulb Switcher IV,https://leetcode.com/problems/bulb-switcher-iv,21559,30443,2,False
1651,,Shuffle String,https://leetcode.com/problems/shuffle-string,100580,117407,1,False
1650,False,Find Root of N-Ary Tree,https://leetcode.com/problems/find-root-of-n-ary-tree,13728,17120,2,True
1649,,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,13411,30522,2,False
1648,,Minimum Insertions to Balance a Parentheses String,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string,11391,26444,2,False
1647,,Can Convert String in K Moves,https://leetcode.com/problems/can-convert-string-in-k-moves,9882,31746,2,False
1646,False,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number,72559,132262,1,False
1645,,Find a Value of a Mysterious Function Closest to Target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,6063,13694,3,False
1644,,Maximum Number of Non-Overlapping Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings,8114,22222,3,False
1643,,Number of Nodes in the Sub-Tree With the Same Label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,11946,32107,2,False
1642,,Water Bottles,https://leetcode.com/problems/water-bottles,33157,54725,1,False
1640,,Design a File Sharing System,https://leetcode.com/problems/design-a-file-sharing-system,1847,3976,2,True
1638,,Best Position for a Service Centre,https://leetcode.com/problems/best-position-for-a-service-centre,6264,16361,3,False
1637,,String Compression II,https://leetcode.com/problems/string-compression-ii,6324,18565,3,False
1636,,Number of Substrings With Only 1s,https://leetcode.com/problems/number-of-substrings-with-only-1s,20637,49116,2,False
1635,,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,156334,178288,1,False
1634,,Clone N-ary Tree,https://leetcode.com/problems/clone-n-ary-tree,9134,10950,2,True
1633,,Minimum Number of Increments on Subarrays to Form a Target Array,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,7850,13016,3,False
1632,,Number of Good Ways to Split a String,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,19681,29472,2,False
1631,,Number of Sub-arrays With Odd Sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,12873,32065,2,False
1630,,Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,22011,40585,1,False
1629,,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,5544,15207,3,False
1628,,Count Submatrices With All Ones,https://leetcode.com/problems/count-submatrices-with-all-ones,21318,35123,2,False
1627,,Last Moment Before All Ants Fall Out of a Plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,12010,22571,2,False
1626,,Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,45837,64460,1,False
1624,False,Clone Binary Tree With Random Pointer,https://leetcode.com/problems/clone-binary-tree-with-random-pointer,8373,10534,2,True
1622,,Max Value of Equation,https://leetcode.com/problems/max-value-of-equation,10979,24400,3,False
1621,,Number of Subsequences That Satisfy the Given Sum Condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,16310,41998,2,False
1620,,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,19418,48173,2,False
1619,,Path Crossing,https://leetcode.com/problems/path-crossing,24513,44300,1,False
1618,False,Delete N Nodes After M Nodes of a Linked List,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list,10632,14401,1,True
1617,False,Stone Game IV,https://leetcode.com/problems/stone-game-iv,26487,44949,3,False
1616,,Minimum Difference Between Largest and Smallest Value in Three Moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,11839,22480,2,False
1615,,Range Sum of Sorted Subarray Sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,16623,27496,2,False
1613,,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,4521,8783,3,False
1612,,Avoid Flood in The City,https://leetcode.com/problems/avoid-flood-in-the-city,15357,62425,2,False
1611,,Making File Names Unique,https://leetcode.com/problems/making-file-names-unique,13607,43778,2,False
1610,,XOR Operation in an Array,https://leetcode.com/problems/xor-operation-in-an-array,81121,96540,1,False
1609,,Find All The Lonely Nodes,https://leetcode.com/problems/find-all-the-lonely-nodes,16930,21050,1,True
1605,,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,19921,39334,2,False
1604,,Least Number of Unique Integers after K Removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,30885,55248,2,False
1603,False,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array,287068,323746,1,False
1587,,Parallel Courses II,https://leetcode.com/problems/parallel-courses-ii,6446,20662,3,False
1586,,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,19111,33116,2,False
1585,False,The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n,45168,71594,2,False
1584,,Average Salary Excluding the Minimum and Maximum Salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary,42162,61589,1,False
1583,,Paint House III,https://leetcode.com/problems/paint-house-iii,8631,17787,3,False
1582,,Design Browser History,https://leetcode.com/problems/design-browser-history,34083,47418,2,False
1581,,The k Strongest Values in an Array,https://leetcode.com/problems/the-k-strongest-values-in-an-array,21211,36224,2,False
1580,,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array,186267,211271,1,False
1577,,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,4955,8121,3,False
1576,,Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,28052,45269,2,False
1575,,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,24491,72737,2,False
1574,,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,76984,99863,1,False
1573,,Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,23326,66859,2,False
1572,,Subrectangle Queries,https://leetcode.com/problems/subrectangle-queries,39364,44719,2,False
1571,,Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes,8326,15504,3,False
1570,,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,41727,55629,1,False
1569,,Max Dot Product of Two Subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences,12524,28884,3,False
1568,False,Pseudo-Palindromic Paths in a Binary Tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree,40211,57298,2,False
1567,,Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,28041,51013,2,False
1566,,Check If a Word Occurs As a Prefix of Any Word in a Sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,34560,52779,1,False
1563,,Maximum Number of Darts Inside of a Circular Dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,3888,10938,3,False
1562,,People Whose List of Favorite Companies Is Not a Subset of Another List,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,14862,26929,2,False
1561,,Rearrange Words in a Sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence,27509,45960,2,False
1560,,Number of Students Doing Homework at a Given Time,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time,60957,79098,1,False
1559,False,Cherry Pickup II,https://leetcode.com/problems/cherry-pickup-ii,26212,38086,3,False
1558,,Course Schedule IV,https://leetcode.com/problems/course-schedule-iv,16812,37555,2,False
1557,False,Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,40676,74955,2,False
1556,,Make Two Arrays Equal by Reversing Sub-arrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays,49397,68444,1,False
1555,,Number of Ways of Cutting a Pizza,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,8317,15433,3,False
1554,,Minimum Time to Collect All Apples in a Tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree,18303,33545,2,False
1553,,Count Triplets That Can Form Two Arrays of Equal XOR,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor,17592,24517,2,False
1552,,Build an Array With Stack Operations,https://leetcode.com/problems/build-an-array-with-stack-operations,38991,55411,1,False
1550,,Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,15173,25239,3,False
1549,,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,52449,118058,2,False
1548,False,Check If All 1's Are at Least Length K Places Away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away,46262,74541,1,False
1547,,Destination City,https://leetcode.com/problems/destination-city,66981,86638,1,False
1545,,Form Largest Integer With Digits That Add up to Target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,8932,20166,3,False
1544,,Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree,38402,53915,2,False
1543,,Simplified Fractions,https://leetcode.com/problems/simplified-fractions,15038,24179,2,False
1542,False,Consecutive Characters,https://leetcode.com/problems/consecutive-characters,67743,110455,1,False
1539,,Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii,25082,54249,2,False
1538,,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,52060,111085,2,False
1537,,Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string,29174,50881,1,False
1535,,Build Array Where You Can Find The Maximum Exactly K Comparisons,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,7317,11411,3,False
1534,,Minimum Number of Frogs Croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking,16653,34902,2,False
1533,,Display Table of Food Orders in a Restaurant,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,13795,19947,2,False
1532,,Reformat The String,https://leetcode.com/problems/reformat-the-string,30346,53733,1,False
1531,,Number of Ways to Wear Different Hats to Each Other,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other,6159,15577,3,False
1530,,Check If a String Can Break Another String,https://leetcode.com/problems/check-if-a-string-can-break-another-string,20899,31031,2,False
1529,,Max Difference You Can Get From Changing an Integer,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,10009,23378,2,False
1528,,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,197377,223831,1,False
1527,,Number of Ways to Paint N × 3 Grid,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid,15562,25698,3,False
1526,,HTML Entity Parser,https://leetcode.com/problems/html-entity-parser,15556,28715,2,False
1525,,Queries on a Permutation With Key,https://leetcode.com/problems/queries-on-a-permutation-with-key,26947,32950,2,False
1524,,String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array,38932,61141,1,False
1522,,Stone Game III,https://leetcode.com/problems/stone-game-iii,17423,30166,3,False
1520,,Number of Steps to Reduce a Number in Binary Representation to One,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,17479,34981,2,False
1519,,Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order,35824,49931,1,False
1517,,Restore The Array,https://leetcode.com/problems/restore-the-array,8508,23135,3,False
1516,,The k-th Lexicographical String of All Happy Strings of Length n,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,16886,24145,2,False
1515,,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,20921,33178,2,False
1514,,Minimum Value to Get Positive Step by Step Sum,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum,27918,42612,1,False
1513,,Find All Good Strings,https://leetcode.com/problems/find-all-good-strings,2864,7394,3,False
1512,False,Design Underground System,https://leetcode.com/problems/design-underground-system,59286,82490,2,False
